data,type
A woman in a floral dress is carrying a bucket of water down a countryside path.,sentence
Woman carrying a bucket of water down a tranquil dirt path.,sentence
A young couple and many others out enjoying themselves at an outdoor street event.,sentence
A guy and a girl holding a drink are dancing in the street.,sentence
A man and a woman are dancing in the street.,sentence
Citizens participating in a local event.,sentence
Many people wait to eat dinner as the man at the head of the table says grace.,sentence
A group of seven people are eating at a table draped in a black tablecloth.,sentence
Several people are eating a meal outdoors at a restaurant.,sentence
Girls playing softball as one girl runs to a base and second girl reaches out her glove.,sentence
A person leans forward to catch a baseball while a runner comes close to the base.,sentence
Parents watch as girls play softball in a game.,sentence
Two girls are playing softball.,sentence
"Children at daycare playing on rings, and poles, one parent standing and holding her child and one teacher is sitting on the bench watching the others play.",sentence
A young boy in yellow t-shirt hanging from a ring with other kids around.,sentence
A child in a yellow t-shirt is playing in the jungle jim.,sentence
Children are playing at the playground.,sentence
Black man stands outside a building with a Van Wagner sign while wearing a blue suit and tan hat.,sentence
A Black male is beside a building with a sign on the building.,sentence
A man stands in front of a building wearing a hat and suit.,sentence
A black man in a suit standing next to a wall.,sentence
Six adults sitting at a picnic table with a woman in a yellow sweater talks to them.,sentence
Seven people are sitting at a picnic table with evergreen trees in the background.,sentence
A group of people are sitting together at a picnic table.,sentence
Young men and women sit at a picnic table in a park.,sentence
A woman with reddish hair talking to an old man by the waterside and beside a bench.,sentence
A woman standing on a rock and a man standing there and talking to her.,sentence
They are having a stirring conversation amongst nature.,sentence
2 people standing outside by a lake.,sentence
The cyclist is airborne on his bike as it makes a jump between two mounds of earth.,sentence
Brown ramp structure with a person on ski's in midair.,sentence
Woman jogging down a mountain trail with mountains in the background.,sentence
A woman in yellow shir and black shorts is running along.,sentence
A female runner running alone near a mountain.,sentence
Many people are standing around at an intersection in front of a white building.,sentence
Street in Europe where a group of men are sitting on their motorcycles.,sentence
Several men are talking on a street corner.,sentence
A crowd of people on a busy street.,sentence
The man falls into the water while his paddle flies and his kayak tips.,sentence
Man kayaking losing his paddle and falling out of the boat.,sentence
A man is falling out of his kayak as his paddles go flying.,sentence
A man falls out of his kayak.,sentence
Older gentlemen is playing guitar while wearing vans shoes.,sentence
Man with orange dyed hair playing an electric guitar.,sentence
Children are dressed in vibrant colors.,sentence
Six adults sitting at a picnic table with a woman in a yellow sweater talks to them.,sentence
Seven people are sitting at a picnic table with evergreen trees in the background.,sentence
A group of people are sitting together at a picnic table.,sentence
Young men and women sit at a picnic table in a park.,sentence
A person wearing a green and white shirt with a white hood is sitting outside on the steps of a large building while another person is lying down a few steps higher.,sentence
"Two men in hoodies loiter on the steps of an imposing looking public building next to a statue of a man and a lion,.",sentence
Guy in a green shirt sitting on stairs in front of a statue of a lion and a man.,sentence
"One male wearing a blue jacket is singing, while another male wearing a white shirt is playing a tambourine and singing, and a third male also wearing a white shirt is playing a keyboard.",sentence
"Three musicians standing on a stage, one is playing an instrument with a keyboard and the other two are singing into microphones.",sentence
Two musicians and a singer are on a stage performing a song.,sentence
A three-man band performs.,sentence
"A girl in a green knit cap stands ready to push a sled, with a little boy behind her.",sentence
Two children are riding through snow on a sled-like frame.,sentence
Two young children RIF=ding sleds down the snow.,sentence
Two kids riding on sleds,sentence
Girls playing softball as one girl runs to a base and second girl reaches out her glove.,sentence
A person leans forward to catch a baseball while a runner comes close to the base.,sentence
A first baseman makes a catch as a runner comes up.,sentence
Parents watch as girls play softball in a game.,sentence
"Four asian children, three girls and one boy, sit behind a volcano diorama.",sentence
Three asian girls and one asian guy sitting in front of a volcano project,sentence
Four school aged children are sitting in front of a model volcano.,sentence
Four students are sitting on the floor by a model volcano.,sentence
People are walking around and a woman leans on a baby carriage while a large crowd is seen in the background.,sentence
A group of people are walking around a crowded area with dirt on the ground.,sentence
A crowd enjoying a beautiful day at a park possibly on a famous holiday.,sentence
A blond man looking rather lost at a music festival.,sentence
Two dogs are playing in a grassy field in a park with a lake in the background.,sentence
Two large dogs run in green grass with water in the background.,sentence
Two dogs are playing in a grassy field,sentence
Two dogs play in a field.,sentence
A man with a Frisbee and a dog in the air with a Frisbee in his mouth.,sentence
"The man and dog, which is leaping into the air, are playing Frisbee.",sentence
A man plays Frisbee with his dog.,sentence
Small dog catching a Frisbee.,sentence
A woman is standing on a road.,sentence
Two people in red traditional Chinese garb are performing with sticks,sentence
Two men in red robes performing martial arts.,sentence
Two men in magenta costumes performing.,sentence
Two people dressed in pink.,sentence
Two men are on a beach bending down with one foot and one arm in the air at the same time.,sentence
Two shirtless men practicing Capoeira on a beach with water in the background.,sentence
2 men practicing some form of martial arts on the beach.,sentence
Two men exercise on the beach.,sentence
"A woman is sitting at a desk on her computer, and other people are behind her with laptops in front of them as well.",sentence
A woman on the side of the picture typing on a keyboard with a laptop computer in front of her.,sentence
"Many people busily working, watching a presentation, or talking to each other.",sentence
Older couple is covered in shadows by a bridge.,sentence
Two elderly people in a dimly lit area.,sentence
People are walking down a street while a man reads a newspaper on the sidewalk.,sentence
Black dog amid white animals in the field.,sentence
A dog looking over the backs of sheep.,sentence
A woman and a man with tattoos on the upper area of both of his arms having fun on the sidewalk with a few streamers around them.,sentence
A girl with blond-hair is connected to ribbons of many colors and is enjoying some sort of celebration.,sentence
"Several women are wrapping themselves up in pink, blue and white ribbon.",sentence
Girl tangled in multicolored bands on tracks.,sentence
"A young girl is embraces by someone dressed as the Disney Character, Stitch.",sentence
"A girl poses with the Disney character Stitch, who is wearing a flower lei.",sentence
A young girl is hugging someone dressed in a Stitch outfit.,sentence
A little girl hugs a performer in a Stitch costume.,sentence
Six children are wearing burlap sacks and having a potato sack race.,sentence
Boys and girls of various ages participate in a potato sack race.,sentence
People jumping in sacks in a grassy area with trees.,sentence
Many kids are participating in a potato sack race.,sentence
A woman screams into a microphone with orange messy hair and green eyeshadow.,sentence
A man with an ear-piece opens his mouth wide as he sings into a microphone.,sentence
A person with red-hair and blue eyeshadow sings into a microphone.,sentence
Vocalist singing into a microphone.,sentence
"A brown car is diving down the street, while people cross at the corner.",sentence
Three boys in white shirts are walking behind an older model Ford car.,sentence
An old Ford passes through the street.,sentence
Old car driving down the road.,sentence
A man and woman laughing.,sentence
"Four construction workers, wearing neon vests, stand at a construction site along with some equipment.",sentence
Construction workers are standing around the back of a dump truck.,sentence
Men standing around a cement truck on a construction site.,sentence
Four construction workers standing by a concrete machine.,sentence
Performers dressed in browns and blacks are dancing with speakers in the background.,sentence
Several people in loose clothing dance in a circle.,sentence
3 people are dancing in weird clothes.,sentence
Some hipsters dancing to the music.,sentence
A woman bagging up fruits and vegetables to sell at a stand,sentence
Woman sitting down selling vegetables and other items.,sentence
Young girl wearing pink parka surrounded by abstract looking art.,sentence
A child wearing a coat among some trees and funny designs.,sentence
A girl is standing on a jungle gym.,sentence
A man in a white outfit is standing in a leaning forward position with other people in similar outfits standing in the background.,sentence
A group of people in white sports outfits are gathered together while one of them performs a dance.,sentence
Black man does the flatulence dance and lets loose in front of some islanders.,sentence
Distracted guy on cellphone walking.,sentence
"The referee is about to drop the puck in a hockey game, the players are ready for action.",sentence
The hockey players and referee are preparing for a face-off.,sentence
Hockey players waiting for the referee to drop the puck.,sentence
Hockey players fighting over a puck.,sentence
Two Middle Eastern men are in a kitchen while one is shirtless with a chest full of hair and a mustache is preparing fish and the other in a white shirt is peering at the camera.,sentence
People dressed in green and white dancing,sentence
A man with brown hair is all wet wearing a black shirt that someone is helping him with.,sentence
This gentleman just finished a refreshing swim.,sentence
Man sits on bike in air.,sentence
A little girl cuddles a kitten while she looks at Christmas presents and an older woman looks on.,sentence
Grandmother and her granddaughter opening presents at Christmas time.,sentence
A woman and a child in front of a Christmas tree opening presents.,sentence
A child and a woman are sitting in front of a Christmas tree,sentence
"Three young girls in front of a gate, with a bright green house in the background.",sentence
Three young girls standing outside near a fence smile at the camera.,sentence
Three little girls smiling.,sentence
Two of the girls are smiling,sentence
"A tall, dark-haired man in white sport coat and black slacks is walking along a tiled mosaic crosswalk of various colors and designs beside a woman with short, dark hair who is also wearing a white sport coat but with blue jeans.",sentence
"A man and woman seen from above, walking down a complex geometrically designed surface.",sentence
A man and a woman holding hands walk along a brick roadway.,sentence
Two people are walking on a striped path.,sentence
People are walking around and a woman leans on a baby carriage while a large crowd is seen in the background.,sentence
A group of people are walking around a crowded area with dirt on the ground.,sentence
A crowd enjoying a beautiful day at a park possibly on a famous holiday.,sentence
A blond man looking rather lost at a music festival.,sentence
A woman is holding her child while a man is reading something from a piece of paper and taking something from a bowl that a younger girl is holding in a park with a small lake in the background.,sentence
"Woman wearing brown sandals and blue jeans, in a white shirt, holding a baby under a tall tree.",sentence
Toddler in red wearing a chefs hat.,sentence
"A young women smiles, holding a lazer tag gun while several people stand around her",sentence
A smiling woman with dark hair is about to play laser tag with a group of people.,sentence
Players are getting ready for a game of laser tag.,sentence
A woman smiles while holding a clear gun.,sentence
The man sitting seems to be reading while waiting for the bus while the people in the background seem to blend in with the landscape.,sentence
A calm street corner with a man sitting on a stool looking at something on a small platform.,sentence
The old man is sitting alone in the park possibly eating a snack or lunch.,sentence
A man on a street corner works on a drawing.,sentence
Four women are performing a synchronized swimming routine.,sentence
A group of dancing swimmers doing one of their routines.,sentence
Four women participate in synchronized swimming at dark.,sentence
Four women are dancing around in the water.,sentence
"A guy in a white shirt, sunglasses and black pants is riding his skateboard on a street with a lot of trees in the background.",sentence
A guy is skateboarding down a road with a very green forest behind him.,sentence
A young man in jeans and a white shirt skateboarding on a curved road.,sentence
Man riding skateboard down the road in a wooded area.,sentence
A young blond Asian woman wearing a black jacket standing in front of several other young Asians at an outdoor gathering.,sentence
"A japanese person with bleached blond-hair set in a design with spikes, wearing a black leather jacket.",sentence
An Asian girl with blond rocker hair in black jacket is looking down on the ground.,sentence
An oriental woman with blond-hair and a black jacket is in a crowded area.,sentence
A woman with blond-hair and a pink shirt holds a young boy who appears to be sad.,sentence
A woman in a pink shirt is holding an upset looking baby over her shoulder.,sentence
The women is holding the boy while looking across the street.,sentence
Bike wheels in the foreground with some men in jackets blurred in the distance.,sentence
Multiple bike tires are up in the air with three people in the background.,sentence
Behind several overturned bicycles a man is looking down.,sentence
"Men and women walk past a Cartier store on a city sidewalk; a man in an orange shirt and torn jean-shorts carries a camera slung from his shoulder as he leans against the store wall, and a young woman in strappy sandals, a black cap, an orange wig, and a pair of large sunglasses slouches, with her arms folded.",sentence
A woman with pink hair leaning against a building while people walk by.,sentence
A man in an orange shirt is leaning against a wall.,sentence
Two people standing with bags on a sidewalk.,sentence
"Black heavyset male dressed in brown hood jacket, brown pants and white shirt, playing guitar hero.",sentence
A large man wearing a brown sweatshirt playing an electric guitar on a blue rug or carpet.,sentence
"A man with a thin beard and brown jacket plays ""Guitar Hero"" in a crowded room.",sentence
An african american man is playing a red electric guitar.,sentence
A blond woman wearing a gray tank top takes a photo of herself and a young blond boy while they are seated on a bed.,sentence
A woman and a child posing for a picture.,sentence
Group of people sitting on beach around campfire drinking soda pop and talking.,sentence
A group of people are sitting a campfire at night in the woods.,sentence
Some people are sitting around a fire and drinking.,sentence
Several people sitting around a campfire at night.,sentence
"A dog with floppy ears runs on the grass, a fence behind it.",sentence
A white dog is running with an orange fence behind him.,sentence
A brown and white dog playing on grass.,sentence
A dog is playing on the green grass,sentence
The kayaker braces himself as he goes down the river.,sentence
"A bunch of kids are playing soccer with opposing sides, green versus red.",sentence
Six young kids playing soccer on a sunny day.,sentence
Children playing soccer on a nice day.,sentence
Kids playing soccer on a sunny day.,sentence
A man with a helmet and a cellphone is sitting on his moped at a crosswalk.,sentence
An Asian person is sitting in the street on a motorbike.,sentence
A person on a blue scooter waits at a crosswalk.,sentence
A man sits on a blue scooter in the street.,sentence
Two mannequins are standing in the window behind a man who is taking a break from playing an instrument.,sentence
A bagpipe street performer in front of a store window.,sentence
A man plays an instrument on the sidewalk for tips.,sentence
Bagpiper on the street of a city.,sentence
A blond boy wearing a blue shirt and gray short running or jumping in front of a fence,sentence
"A boy wearing a blue t-shirt, khaki shorts, and sandals runs outside.",sentence
A young boy skipping down a tennis court in absolute glee.,sentence
Young boy in blue shirt skipping by chain link fence,sentence
"A man wearing a breathing filter is painting some marks with red paint on a large, blue painting.",sentence
A man is making spray paint art and spray painting Anarchy symbols onto the painting,sentence
A man is illustrating using a spray paint can.,sentence
Man creates art using spray paint.,sentence
Two people are sitting on the grass with the water just below them along with a waterfall.,sentence
Couple sitting in park near a small waterfall.,sentence
A young man with his back to the camera is being watched by youths sitting at two picnic tables before a backdrop of grass and trees.,sentence
A teenage boy in a white shirt is speaking to a group of teenagers who are sitting at picnic tables in front of a park.,sentence
The man is gesturing towards the young adults who are sitting on park benches in front of a landscaped background.,sentence
"Two young men, one standing before a microphone and one sitting and drinking from a cup, are on stage, along with two paintings, a white screen, a lamp, and an Apple laptop.",sentence
One man wearing glasses sits in front of an Apple computer and drinks from a cup while another man wearing a cap and glasses stands in front of a microphone.,sentence
"Two men in front of a projector screen, one at a microphone.",sentence
Guy doing his dubbing and the director drinking his beverage,sentence
"Four construction workers, wearing neon vests, stand at a construction site along with some equipment.",sentence
Construction workers are standing around the back of a dump truck.,sentence
Men standing around a cement truck on a construction site.,sentence
Four construction workers standing by a concrete machine.,sentence
The girl is wearing silver shoes and a pink jacket.,sentence
Two teenage girls are texting in the park.,sentence
The girls take a break in the afternoon.,sentence
A group of people sitting on a sidewalk.,sentence
Adolescents are sitting on the floor with strings stretched across the room.,sentence
Multiple men and woman are sitting against a wall and holding strings.,sentence
A group of 8 teenager sitting along a wall holding a string.,sentence
People sitting on a rug around ropes.,sentence
An Asian man and woman smile while the man points to something to the right of the picture.,sentence
"There is an Asian man and woman, both smiling, and he is pointing at her.",sentence
A man and a woman are smiling,sentence
Two people laugh.,sentence
Several people dressed primarily in blue and white wait outside for a cable car.,sentence
A group of people wait at a stop for the next trolley.,sentence
People walk on a sidewalk next to tram tracks.,sentence
Tourists walk and gather in a crowded city.,sentence
